,Customer_ID,Transaction_ID,Product,Sales_Amount,Quantity,SKU
11101,18448,13136,sparkling wine,21.27,1.0,1XV6A
11102,6352,13137,detergent,7.15,1.0,7ZDL5
11103,15619,13141,berries,24.3,1.0,9YGOS
11104,15734,13142,sauces,13.61,2.0,PGRQT
11105,6381,13143,brandy,37.58,1.0,2L6ZZ
11106,6381,13143,abrasive cleaner,9.25,1.0,VULD8
11107,15734,13144,dish cleaner,13.44,1.0,MM3E0
11108,15715,13147,house keeping products,8.32,1.0,PN14V
11109,15578,13150,berries,12.32,3.0,6J6MA
11110,15578,13150,cream,9.06,1.0,520UE
11111,3779,13151,spices,16.52,1.0,TIE11
11112,15719,13153,detergent,7.15,1.0,7ZDL5
11113,2586,13154,yogurt,2.92,1.0,HRNBD
11114,16983,13155,butter milk,24.08,1.0,4QGXB
11115,6179,13158,frankfurter,5.96,1.0,311FH
11116,6179,13158,male cosmetics,6.88,1.0,TA8I5
11117,6179,13158,male cosmetics,10.02,1.0,ZD3Z4
11118,16982,13159,dessert,8.18,1.0,MLDO2
11119,3463,13160,berries,18.15,1.0,7L73L
11120,4379,13163,detergent,13.02,1.0,7GQRJ
11121,4021,13167,frozen vegetables,16.5,1.0,5TJJY
11122,8386,13174,canned beer,13.5,1.0,TX6O7
11123,17618,13186,margarine,11.48,1.0,5S43J
11124,6204,13189,sugar,18.12,1.0,Q9REE
11125,6522,13190,detergent,4.91,1.0,3IN0T
11126,6633,13192,yogurt,8.56,1.0,KSC1E
11127,6633,13192,dish cleaner,7.23,1.0,G5878
11128,9131,13194,nut snack,19.8,1.0,IYJEJ
11129,15729,13199,pip fruit,24.81,1.0,FB594
11130,4849,13203,house keeping products,5.79,1.0,JJ9FT
11131,4849,13203,house keeping products,6.35,1.0,2NYLG
11132,15649,13205,chicken,10.39,2.0,1WFGI
11133,4766,13206,pasta,6.92,1.0,A9P11
11134,2267,13212,detergent,13.02,1.0,7GQRJ
11135,226,13215,decalcifier,6.57,2.0,2XHV6
11136,226,13215,margarine,14.54,2.0,HIR55
11137,226,13215,house keeping products,23.5,2.0,4HR4Y
11138,5379,13218,margarine,23.59,1.0,EFRI7
11139,5379,13218,ketchup,5.64,2.0,ABSRX
11140,15745,13220,house keeping products,8.32,1.0,3QNEE
11141,17373,13222,Instant food products,41.7,1.0,519IW
11142,1066,13228,fruit/vegetable juice,3.82,1.0,V8L6W
11143,8726,13229,berries,8.94,2.0,KOT5A
11144,2894,13230,male cosmetics,10.02,1.0,ZD3Z4
11145,3954,13232,dish cleaner,3.34,1.0,MRE4J
11146,2043,13234,butter,284.28,3.0,KMUZS
11147,5089,13235,sugar,27.12,1.0,I4HY8
11148,2903,13237,turkey,18.32,1.0,G1GTJ
11149,15715,13238,male cosmetics,12.27,1.0,6CFIU
11150,814,13240,sugar,25.01,1.0,6T54B
11151,814,13240,sugar,40.29,2.0,GRTZC
11152,1347,13246,mustard,24.87,1.0,0ZPT1
11153,1347,13246,pasta,6.92,1.0,A9P11
11154,9160,13247,sugar,31.24,1.0,6T54B
11155,1073,13248,dish cleaner,13.75,1.0,OBQ4A
11156,819,13250,berries,2.76,1.0,09LL9
11157,3211,13252,canned vegetables,12.21,1.0,GUNTP
11158,4992,13256,house keeping products,14.25,1.0,F79YP
11159,4992,13256,fruit/vegetable juice,9.48,1.0,M4TM4
11160,4992,13256,frozen vegetables,33.38,1.0,J22MN
11161,2792,13257,dish cleaner,19.88,1.0,11H2S
11162,6142,13260,specialty fat,9.04,1.0,BYMDT
11163,6142,13260,snack products,18.62,1.0,8TZK8
11164,17982,13261,misc. beverages,114.7,2.0,5X0PS
11165,17982,13261,tidbits,36.41,1.0,IRQZ4
11166,17982,13261,chicken,5.05,1.0,BH1FT
11167,545,13262,salt,10.56,1.0,XCI7J
11168,1710,13266,sugar,24.45,1.0,6T54B
11169,6996,13268,house keeping products,14.25,1.0,F79YP
11170,4992,13270,frozen vegetables,33.38,1.0,J22MN
11171,8813,13271,dish cleaner,25.01,2.0,9JOPK
11172,3764,13272,pasta,14.92,2.0,D7CQM
11173,3764,13272,pasta,21.71,1.0,6JXQ3
11174,9060,13276,detergent,5.59,1.0,R5XXV
11175,17555,13279,cream,4.3,1.0,ZUN8X
11176,5970,13283,chicken,122.16,3.0,AH0E0
11177,5970,13283,chicken,71.84,1.0,WMIC0
11178,1277,13285,frozen vegetables,19.5,1.0,W45SJ
11179,5867,13286,ready soups,11.18,2.0,UCK6F
11180,5985,13287,house keeping products,6.35,1.0,2NYLG
11181,9116,13288,house keeping products,5.52,1.0,3A6LA
11182,633,13289,ready soups,11.18,2.0,UCK6F
11183,3728,13291,mustard,17.97,2.0,U47J1
11184,9530,13292,abrasive cleaner,10.37,1.0,5CZ3O
11185,1783,13295,cream,4.3,1.0,ZUN8X
11186,8758,13296,margarine,14.94,2.0,HRNS4
11187,7887,13298,decalcifier,9.39,1.0,2IA22
11188,7887,13298,specialty bar,33.53,1.0,JCSZ5
11189,7649,13300,detergent,6.75,1.0,MGNU4
11190,850,13302,house keeping products,7.15,1.0,83SE2
11191,7938,13303,dish cleaner,8.69,1.0,LKDTY
11192,6060,13304,cream,6.69,1.0,Y8V8J
11193,6486,13305,nut snack,19.8,1.0,WLUDY
11194,3373,13308,house keeping products,10.5,1.0,AHZNS
11195,8314,13309,cream,10.44,1.0,M3T80
11196,5556,13311,berries,7.8,2.0,GU9QE
11197,3035,13312,house keeping products,7.85,1.0,4MIPL
11198,3035,13312,canned beer,41.25,1.0,WM5N8
11199,3979,13313,house keeping products,28.5,2.0,F79YP
11200,15628,13315,soda,7.17,1.0,4FMP9
11201,15628,13315,margarine,43.91,1.0,W59QS
11202,17951,13320,spices,1.82,1.0,FJZC4
11203,17951,13320,margarine,12.45,2.0,CQVNE
11204,17951,13320,butter,97.89,1.0,4SPDG
11205,17951,13320,spices,20.87,2.0,FJD9T
11206,521,13321,detergent,7.15,1.0,7ZDL5
11207,5109,13322,meat spreads,14.88,1.0,6LINX
11208,8332,13328,fruit/vegetable juice,9.48,1.0,M4TM4
11209,8332,13328,pasta,11.43,2.0,MKHT1
11210,8332,13328,house keeping products,13.02,1.0,N25TU
11211,17577,13330,abrasive cleaner,16.02,1.0,8D73U
11212,9505,13332,detergent,8.93,1.0,1M4CC
11213,7203,13334,soda,7.17,1.0,4FMP9
11214,8234,13336,dish cleaner,11.37,1.0,K5EJ8
11215,8039,13338,dish cleaner,2.68,1.0,S7QET
11216,3963,13341,fruit/vegetable juice,9.48,1.0,M4TM4
11217,842,13343,turkey,12.5,1.0,PCZCN
11218,3315,13345,pip fruit,3.0,1.0,TDARA
11219,407,13347,dish cleaner,7.44,1.0,ISNFA
11220,284,13352,house keeping products,6.35,1.0,2NYLG
11221,284,13353,dish cleaner,3.34,1.0,MRE4J
11222,15586,13356,ready soups,11.18,2.0,UCK6F
11223,6212,13362,whisky,13.88,0.5,N7SI1
11224,2507,13363,berries,2.76,1.0,09LL9
11225,2063,13364,dessert,3.85,1.0,W1ZMG
11226,4544,13365,canned vegetables,22.25,1.0,SL47G
11227,1194,13371,house keeping products,7.63,1.0,62RSL
11228,758,13375,house keeping products,5.79,1.0,JJ9FT
11229,758,13375,dish cleaner,4.06,1.0,9TF6B
11230,17010,13376,other vegetables,10.37,1.0,81B39
11231,15012,13382,popcorn,22.89,1.0,RXJGR
11232,1689,13393,canned corn,13.93,1.0,EBSD9
11233,3856,13394,tidbits,12.54,2.0,GHYAC
11234,3856,13394,house keeping products,11.75,1.0,TMW2A
11235,8224,13397,yogurt,8.56,1.0,KSC1E
11236,1219,13400,zwieback,12.25,1.0,EE1JA
11237,1219,13400,canned beer,16.38,1.0,301QR
11238,9435,13404,butter,184.77,2.0,MYDIB
11239,15760,13412,berries,5.5,2.0,09LL9
11240,16979,13413,decalcifier,3.54,1.0,KQVC1
11241,16979,13413,spices,7.0,2.0,8XU9Y
11242,17989,13416,pasta,13.61,2.0,LVYX5
11243,7847,13417,house keeping products,8.25,1.0,81AIS
11244,17936,13418,Instant food products,4.28,2.0,5TPXK
11245,2064,13419,brandy,14.96,0.33,74YQN
11246,15667,13420,dish cleaner,6.68,2.0,MRE4J
11247,8698,13422,margarine,6.17,1.0,VQ80C
11248,8698,13422,pet care,12.87,1.0,DWJC4
11249,17127,13423,fruit/vegetable juice,6.27,1.0,NPV8G
11250,17935,13424,sauces,6.42,1.0,01IEO
11251,17935,13424,house keeping products,6.35,1.0,2NYLG
11252,15668,13426,frozen vegetables,31.12,1.0,H15DO
11253,2286,13429,dish cleaner,11.19,1.0,JONMY
11254,17933,13431,ketchup,3.25,1.0,EG9SP
11255,14810,13432,cocoa drinks,10.57,1.0,GC6BS
11256,17208,13433,mustard,17.97,2.0,U47J1
11257,15767,13434,citrus fruit,4.17,1.0,8ID35
11258,17430,13435,other vegetables,16.8,2.0,PV9XZ
11259,17430,13435,decalcifier,13.56,1.0,4I1VS
11260,17430,13435,other vegetables,10.37,1.0,81B39
11261,188,13436,sausage,11.29,2.0,4ZXLR
11262,188,13436,sausage,16.91,2.0,ILGQA
11263,188,13436,mustard,6.87,2.0,GHG1T
11264,17112,13437,decalcifier,5.94,2.0,1CJ28
11265,17112,13437,liqueur,6.06,1.0,1AORX
11266,17112,13437,tidbits,13.32,1.0,J2YHD
11267,17112,13437,pudding powder,3.42,1.0,Q1NXK
11268,17309,13439,decalcifier,18.38,1.0,DPAB1
11269,9552,13440,chewing gum,18.32,1.0,HPKO7
11270,9329,13441,dish cleaner,11.19,1.0,JONMY
11271,15769,13442,spices,8.07,2.0,3GTLH
11272,15769,13442,spices,24.95,1.0,3OB6W
11273,15769,13442,margarine,11.48,1.0,5S43J
11274,15768,13443,house keeping products,8.32,1.0,PN14V
11275,7242,13444,soda,52.09,1.0,PTA6G
11276,7242,13444,UHT-milk,8.93,1.0,18O0R
11277,15497,13445,citrus fruit,17.34,1.0,CUOH5
11278,7617,13446,sauces,6.42,1.0,01IEO
11279,15736,13447,pasta,6.54,1.0,W8V34
11280,15736,13447,Instant food products,6.54,1.0,G3QLZ
11281,9447,13448,margarine,11.48,1.0,5S43J
11282,9447,13448,other vegetables,27.67,1.0,OI6EH
11283,15770,13449,salt,8.69,1.0,DNCR5
11284,15670,13450,turkey,81.18,5.0,AK71D
11285,15670,13450,turkey,16.23,1.0,3RJ5R
11286,15561,13454,house keeping products,6.35,1.0,2NYLG
11287,15605,13455,butter milk,18.77,1.0,05HRH
11288,9516,13460,margarine,5.1,2.0,5H3T1
11289,4329,13461,house keeping products,8.32,1.0,PN14V
11290,4329,13461,cream,16.12,1.0,ERTYE
11291,4048,13462,margarine,6.23,1.0,ZZM1A
11292,4048,13462,decalcifier,180.41,1.0,BW8YX
11293,4048,13462,chicken,15.15,1.0,0LCSZ
11294,4687,13463,fruit/vegetable juice,9.48,1.0,M4TM4
11295,17121,13464,mustard,2.37,1.0,QD4DC
11296,15772,13466,berries,9.38,2.0,88T6V
11297,9331,13470,berries,20.64,1.0,2VWI7
11298,15000,13472,butter,16.8,1.0,JO2C3
11299,15000,13472,margarine,16.65,1.0,NXVBU
11300,15000,13472,other vegetables,43.3,2.0,LJ26I
11301,7019,13473,other vegetables,13.05,1.0,9Y7M0
11302,7019,13473,butter,42.9,2.0,FHKTR
11303,17932,13474,mustard,2.37,1.0,QD4DC
11304,17968,13476,dish cleaner,10.68,1.0,X1273
11305,9181,13479,misc. beverages,66.93,2.0,X09K0
11306,15680,13480,frozen vegetables,22.44,1.0,9N6ZJ
11307,15776,13481,margarine,5.29,2.0,OQJWH
11308,15774,13482,salt,6.31,1.0,UOOKY
11309,17139,13483,liqueur,6.99,1.0,HKLEU
11310,17139,13483,decalcifier,180.41,1.0,BW8YX
11311,17139,13483,Instant food products,41.69,3.0,OUC6J
11312,15775,13484,house keeping products,9.38,1.0,SANGZ
11313,5415,13486,pasta,13.83,2.0,A9P11
11314,14942,13487,yogurt,28.88,3.0,PQ0JJ
11315,14942,13487,pasta,20.1,1.0,93JH4
11316,419,13491,chicken,185.48,1.0,IWJFO
11317,419,13491,chicken,15.15,1.0,0LCSZ
11318,16977,13493,other vegetables,12.13,0.5,4D95F
11319,5261,13496,decalcifier,5.94,2.0,1CJ28
11320,5261,13496,other vegetables,14.73,2.0,LG6Y2
11321,5261,13496,margarine,20.98,1.0,LJLH0
11322,5261,13496,margarine,13.61,2.0,5W5FN
11323,6192,13500,Nouget,155.53,2.0,CTPES
11324,2245,13501,pasta,6.54,1.0,W8V34
11325,2245,13501,chicken,71.84,1.0,WMIC0
11326,2245,13501,chicken,96.94,1.0,BOLYW
11327,2245,13501,waffles,67.95,1.0,W6RZ8
11328,7338,13503,salt,9.03,1.0,XCI7J
11329,950,13507,pasta,4.19,1.0,STY2R
11330,2780,13513,berries,6.93,2.0,4L6WG
11331,5650,13514,cream,10.44,1.0,M3T80
11332,14814,13516,mustard,4.74,2.0,QD4DC
11333,14814,13516,pasta,6.92,1.0,A9P11
11334,14814,13516,butter,27.46,1.0,K6XVT
11335,14814,13516,cream,4.3,1.0,ZUN8X
11336,5362,13517,fruit/vegetable juice,6.35,1.0,536VK
11337,1593,13518,Instant food products,2.15,1.0,5TPXK
11338,15780,13521,turkey,18.32,1.0,G1GTJ
11339,8412,13523,frozen vegetables,16.82,1.0,JHUY4
11340,15782,13525,fruit/vegetable juice,9.48,1.0,M4TM4
11341,15783,13526,fruit/vegetable juice,5.37,1.0,A6Z4C
11342,15785,13529,frozen vegetables,38.43,1.0,E2REV
11343,15784,13530,pip fruit,3.63,1.0,GPT5Y
11344,4497,13533,spices,2.86,1.0,BLH3I
11345,4497,13533,ketchup,2.84,1.0,S79EQ
11346,4497,13533,margarine,10.27,1.0,U6L1W
11347,15787,13534,pasta,38.43,2.0,ARZ2R
11348,105,13538,preservation products,62.16,1.0,4BYOU
11349,105,13538,margarine,25.12,2.0,Q4CYW
11350,105,13538,pet care,6.9,1.0,XFWW8
11351,6193,13539,canned vegetables,44.92,1.0,X2QF9
11352,2459,13540,pork,3.69,1.0,T5BW8
11353,2815,13541,decalcifier,9.58,1.0,VGY6T
11354,579,13544,fruit/vegetable juice,3.82,1.0,V8L6W
11355,4577,13547,pet care,15.11,1.0,URMQ0
11356,4385,13548,frankfurter,12.93,1.0,IPQP5
11357,9463,13549,mustard,4.74,2.0,QD4DC
11358,2055,13550,pizza,75.06,1.0,FJSW7
11359,2055,13550,ham,14.88,1.0,3IIDV
11360,31,13555,house keeping products,5.18,1.0,WG7HI
11361,3700,13557,candy,8.13,2.0,0ZL4S
11362,3700,13557,pasta,9.75,1.0,GB9RX
11363,2957,13558,citrus fruit,42.51,3.0,FY7EH
11364,2957,13558,citrus fruit,9.52,1.0,F8THC
11365,7641,13561,detergent,13.02,1.0,7GQRJ
11366,8924,13562,spices,3.51,1.0,8XU9Y
11367,3928,13564,butter,17.48,1.0,SRQKB
11368,3928,13564,margarine,12.87,1.0,KN4JA
11369,17291,13565,waffles,61.28,1.0,7J2DT
11370,17291,13565,pet care,12.87,1.0,DWJC4
11371,17291,13565,berries,8.42,1.0,0CKHT
11372,17291,13565,chicken,30.3,2.0,0LCSZ
11373,6245,13569,house keeping products,14.25,1.0,F79YP
11374,15632,13570,yogurt,8.87,2.0,Z1G08
11375,15632,13570,margarine,15.75,3.0,W85U8
11376,15632,13570,tidbits,36.41,1.0,IRQZ4
11377,15632,13570,pasta,20.1,1.0,93JH4
11378,15632,13570,ketchup,9.78,3.0,EG9SP
11379,15632,13570,yogurt,17.46,1.0,9QP7J
11380,6245,13571,frozen vegetables,16.82,1.0,JHUY4
11381,1823,13574,dessert,7.73,2.0,W1ZMG
11382,5186,13575,mustard,21.93,2.0,P9S1S
11383,5954,13578,canned vegetables,9.54,1.0,X0267
11384,15509,13580,fruit/vegetable juice,6.35,1.0,536VK
11385,15509,13580,spices,8.88,1.0,CTQEH
11386,15509,13580,margarine,20.54,2.0,U6L1W
11387,17567,13585,cream,8.88,1.0,GWJMM
11388,266,13587,decalcifier,28.66,1.0,V837Q
11389,266,13587,butter,31.77,1.0,3YDVF
11390,266,13587,dish cleaner,6.68,2.0,MRE4J
11391,8321,13589,candy,16.26,4.0,0ZL4S
11392,8321,13589,roll products,9.58,1.0,YLATH
11393,8759,13590,fruit/vegetable juice,6.35,1.0,536VK
11394,8759,13590,dish cleaner,26.43,1.0,16GCL
11395,9095,13593,turkey,18.32,1.0,AK71D
11396,5634,13595,detergent,7.15,1.0,7ZDL5
11397,4961,13596,margarine,33.11,2.0,DP4O9
11398,4961,13596,margarine,8.37,2.0,TP9K5
11399,6812,13598,dish cleaner,8.69,1.0,MRIZS
11400,18581,13599,whisky,42.26,2.0,OJVFG
11401,1687,13601,house keeping products,4.05,1.0,WG7HI
11402,1687,13601,male cosmetics,5.38,1.0,TA8I5
11403,2622,13605,butter,36.08,1.0,KI7EJ
11404,1100,13607,detergent,11.93,1.0,DWYF6
11405,16970,13609,nut snack,39.6,2.0,WLUDY
11406,4092,13610,whisky,31.38,1.0,77SUN
11407,2002,13613,margarine,20.54,2.0,GQKKN
11408,16961,13614,cream,10.44,1.0,M3T80
11409,4032,13616,dish cleaner,7.44,1.0,ISNFA
11410,4032,13616,instant coffee,46.24,1.0,8ANSI
11411,3591,13618,UHT-milk,11.62,1.0,RD3XR
11412,7244,13619,berries,14.37,1.0,HT9WP
11413,7244,13619,margarine,10.15,1.0,U6L1W
11414,7561,13622,house keeping products,14.25,1.0,F79YP
11415,7561,13622,detergent,24.13,2.0,H67AJ
11416,17317,13623,preservation products,10.27,1.0,VQN23
11417,2017,13625,dish cleaner,23.59,1.0,HTSTD
11418,2017,13625,whisky,23.25,1.0,QBEYE
11419,5084,13627,dish cleaner,3.12,1.0,7Z8G9
11420,8460,13629,berries,3.29,1.0,OOJH8
11421,8460,13629,berries,5.64,1.0,5XGAJ
11422,8460,13629,berries,3.3,1.0,4ZFSH
11423,1694,13636,dish cleaner,2.64,1.0,MRE4J
11424,6786,13638,margarine,20.98,1.0,LJLH0
11425,16962,13641,house keeping products,14.25,1.0,F79YP
11426,18449,13643,mustard,8.14,1.0,9R1GN
11427,3756,13645,frozen vegetables,21.12,1.0,CB53D
11428,3491,13646,house keeping products,14.25,1.0,F79YP
11429,5174,13648,ready soups,11.18,2.0,UCK6F
11430,2702,13650,fruit/vegetable juice,6.35,1.0,536VK
11431,2702,13650,pastry,22.08,1.0,FVON7
11432,18036,13651,pip fruit,11.62,1.0,QUQU8
11433,6803,13652,decalcifier,5.94,2.0,1CJ28
11434,6803,13652,skin care,11.21,2.0,IGBCF
11435,6803,13652,margarine,12.36,2.0,9F8O1
11436,16939,13653,house keeping products,14.33,2.0,83SE2
11437,7850,13654,house keeping products,17.33,1.0,T619A
11438,16938,13658,house keeping products,8.25,1.0,81AIS
11439,6419,13660,pasta,6.92,1.0,A9P11
11440,16937,13662,tidbits,29.59,1.0,X6WYL
11441,16937,13662,butter,63.54,2.0,3YDVF
11442,4188,13669,brandy,14.21,2.0,4AV34
11443,4188,13669,sausage,36.55,1.0,A53XB
11444,4188,13669,frankfurter,12.93,1.0,IPQP5
11445,17128,13671,candy,12.2,3.0,0ZL4S
11446,17128,13671,roll products,9.58,1.0,YLATH
11447,7127,13674,ready soups,11.18,2.0,UCK6F
11448,6809,13675,pasta,19.21,1.0,ARZ2R
11449,6809,13675,cocoa drinks,15.15,1.0,2WKBS
11450,8427,13678,white bread,17.97,0.33,U8PIH
11451,15659,13679,butter,112.66,3.0,5GEWY
11452,15659,13679,tropical fruit,70.02,65.0,N9M6O
11453,15659,13679,pork,5.62,1.0,UM9G8
11454,15805,13680,detergent,11.32,1.0,U6GWD
11455,6214,13682,dish cleaner,12.27,1.0,NUL2D
11456,6214,13682,butter,63.54,2.0,3YDVF
11457,5864,13685,mustard,11.54,1.0,BH5HZ
11458,5864,13685,cream,4.3,1.0,ZUN8X
11459,16940,13686,butter,15.0,1.0,7GMLP
11460,16940,13686,waffles,43.89,2.0,U9ZG4
11461,16940,13686,specialty fat,29.87,1.0,EOUT6
11462,16940,13686,chicken,15.15,1.0,0LCSZ
11463,16940,13686,spices,3.51,1.0,8XU9Y
11464,16940,13686,pudding powder,3.42,1.0,Q1NXK
11465,17447,13687,pudding powder,47.17,1.0,HWT1S
11466,8007,13688,mustard,21.54,1.0,ZFZHM
11467,15808,13690,berries,5.64,1.0,5XGAJ
11468,15808,13690,berries,11.0,1.0,KE8SR
11469,17612,13692,specialty fat,4.57,2.0,MSAHF
11470,17612,13692,butter milk,18.83,5.0,CVGWO
11471,17612,13692,butter milk,13.65,1.0,7DUMI
11472,17612,13692,cocoa drinks,15.15,1.0,2WKBS
11473,3572,13694,margarine,12.12,1.0,P113L
11474,16941,13695,berries,15.83,1.0,20XCP
11475,17364,13696,pasta,6.81,1.0,LVYX5
11476,17364,13696,dessert,11.58,3.0,W1ZMG
11477,17364,13696,butter,136.17,1.0,P35XJ
11478,17364,13696,other vegetables,22.09,3.0,8RZE4
11479,17364,13696,specialty fat,59.18,2.0,KK3R7
11480,17364,13696,spices,13.79,3.0,1IX2L
11481,17364,13696,other vegetables,39.15,3.0,9Y7M0
11482,17973,13697,pasta,20.1,1.0,PFUQ1
11483,17075,13698,detergent,11.32,1.0,U6GWD
11484,17142,13700,berries,14.36,1.0,U1GN5
11485,17142,13700,berries,15.83,1.0,20XCP
11486,16964,13703,canned beer,35.37,1.0,PUZFQ
11487,16965,13705,other vegetables,29.31,1.0,O8BRA
11488,16965,13705,decalcifier,5.34,2.0,I8EDF
11489,15812,13709,skin care,13.66,1.0,7YBOX
11490,15812,13709,ketchup,2.84,1.0,S79EQ
11491,15812,13709,spices,130.23,2.0,QMSAV
11492,15812,13709,ready soups,11.18,2.0,UCK6F
11493,17596,13713,sauces,8.37,2.0,SRZBJ
11494,16935,13714,butter,94.75,1.0,KMUZS
11495,16935,13714,margarine,2.55,1.0,5H3T1
11496,16935,13714,ketchup,2.64,1.0,W14J3
11497,5214,13717,other vegetables,12.13,0.5,4D95F
11498,16911,13718,decalcifier,8.67,1.0,0OZBT
11499,16911,13718,margarine,22.46,1.0,5NW77
11500,5923,13719,decalcifier,5.34,2.0,I8EDF
11501,5923,13719,margarine,9.58,1.0,08F28
11502,16912,13723,spices,16.52,1.0,TIE11
11503,16912,13723,decalcifier,4.8,2.0,7LJOW
11504,16912,13723,butter,97.89,1.0,4SPDG
11505,16912,13723,pet care,12.87,1.0,DWJC4
11506,16912,13723,ketchup,2.84,1.0,S79EQ
11507,16912,13723,spices,16.58,2.0,8K7PL
11508,16912,13723,margarine,4.29,2.0,WHRHA
11509,16912,13723,butter,63.54,2.0,3YDVF
11510,16912,13723,ketchup,2.64,1.0,W14J3
11511,15815,13724,fruit/vegetable juice,8.21,1.0,2TZ0U
11512,6074,13725,cream,14.43,1.0,5FESW
11513,17395,13728,canned beer,12.38,1.0,9C7WZ
11514,4262,13729,fruit/vegetable juice,3.82,1.0,V8L6W
11515,4262,13729,fruit/vegetable juice,9.48,1.0,M4TM4
11516,3662,13730,dessert,3.9,1.0,N0KQJ
11517,3662,13730,pasta,11.29,2.0,0D3EZ
11518,17494,13731,detergent,13.02,1.0,7GQRJ
11519,354,13737,candy,12.2,3.0,0ZL4S
11520,354,13737,butter,75.11,2.0,5GEWY
11521,15819,13741,berries,20.41,3.0,YRULF
11522,15819,13741,margarine,16.11,2.0,J2B7U
11523,15821,13743,butter,54.93,2.0,K6XVT
11524,15820,13744,snack products,116.46,2.0,XELEO
11525,16967,13745,preservation products,62.16,1.0,4BYOU
11526,16967,13745,preservation products,13.44,1.0,EV6K0
11527,16968,13747,yogurt,21.38,2.0,VUDG1
11528,16969,13748,decalcifier,20.82,1.0,DCQM1
11529,16973,13749,Instant food products,2.15,1.0,5TPXK
11530,16960,13750,spices,15.75,2.0,P6RR0
11531,16960,13750,fruit/vegetable juice,14.05,1.0,CTN07
11532,3379,13751,canned vegetables,9.93,1.0,PQ5EZ
11533,16930,13752,soda,51.33,1.0,7RU0K
11534,17114,13754,mustard,7.0,1.0,36WYR
11535,16959,13755,decalcifier,2.81,2.0,XA9RG
11536,16959,13755,margarine,18.91,1.0,79GEL
11537,16959,13755,dish cleaner,2.68,1.0,S7QET
11538,1607,13756,canned fish,24.06,1.0,9FQBN
11539,9399,13759,dish cleaner,1.62,1.0,VASOK
11540,15504,13760,UHT-milk,29.3,1.0,8T4HQ
11541,16972,13761,mustard,4.74,2.0,QD4DC
11542,8147,13767,dessert,5.58,1.0,ISRFR
11543,8147,13767,specialty fat,41.84,1.0,EUH8E
11544,15040,13768,pasta,8.8,1.0,5Y4F1
11545,1268,13770,dish cleaner,6.68,2.0,MRE4J
11546,17560,13771,berries,15.83,1.0,20XCP
11547,15040,13773,frozen vegetables,16.82,1.0,JHUY4
11548,17061,13774,fruit/vegetable juice,3.82,1.0,V8L6W
11549,1539,13775,dish cleaner,9.62,2.0,F2HBX
11550,17309,13776,mustard,5.76,1.0,Z0VP2
11551,17309,13776,other vegetables,64.97,3.0,LJ26I
11552,15513,13777,tidbits,36.41,1.0,IRQZ4
11553,17929,13779,berries,28.93,1.0,L41UM
11554,15714,13780,margarine,18.32,1.0,2228Z
11555,15714,13780,fruit/vegetable juice,28.12,2.0,CTN07
11556,15714,13780,cocoa drinks,15.15,1.0,2WKBS
11557,2524,13781,berries,17.54,1.0,X59YE
11558,2524,13781,tidbits,12.54,2.0,GHYAC
11559,8011,13782,cocoa drinks,9.42,1.0,NXXT0
11560,15823,13783,margarine,19.53,2.0,6SW9R
11561,15534,13784,pasta,20.1,1.0,PFUQ1
11562,6528,13785,mustard,1.54,1.0,B0AQH
11563,34,13787,fruit/vegetable juice,6.35,1.0,536VK
11564,15766,13788,pudding powder,3.94,1.0,69AYY
11565,17305,13789,pasta,2.33,1.0,0RVXC
11566,15825,13791,fruit/vegetable juice,6.35,1.0,536VK
11567,15825,13791,pudding powder,3.42,1.0,Q1NXK
11568,17111,13794,chicken,15.59,3.0,1WFGI
11569,17111,13794,chicken,185.48,1.0,IWJFO
11570,17111,13794,cocoa drinks,30.3,2.0,2WKBS
11571,17111,13794,chicken,7.86,3.0,QY5U9
11572,2507,13795,detergent,6.75,1.0,MGNU4
11573,2507,13795,butter milk,24.08,1.0,4QGXB
11574,17946,13797,margarine,10.5,2.0,W85U8
11575,17946,13797,dessert,5.43,2.0,MZL43
11576,17946,13797,pasta,7.62,1.0,0MM7B
11577,17946,13797,butter,18.16,1.0,YNM2G
11578,17946,13798,yogurt,8.87,2.0,Z1G08
11579,15827,13799,salt,15.67,1.0,P1T5K
11580,16958,13801,mustard,5.61,1.0,I8RB6
11581,15829,13802,house keeping products,14.25,1.0,F79YP
11582,5462,13803,citrus fruit,6.3,2.0,CSL7G
11583,16894,13806,mustard,7.61,2.0,88OZ9
11584,7373,13807,decalcifier,2.68,1.0,MM77N
11585,16928,13808,berries,2.96,1.0,1LEE7
11586,16957,13811,margarine,7.81,3.0,3ZCJ5
11587,3726,13812,berries,41.89,1.0,Z4T4G
11588,305,13815,pasta,40.2,2.0,93JH4
11589,305,13815,pasta,6.92,1.0,A9P11
11590,17129,13818,mustard,11.54,1.0,BH5HZ
11591,9648,13819,liquor,17.21,2.0,3LJM9
11592,4204,13820,perfume,2.13,1.0,5ZBCB
11593,1578,13822,detergent,13.02,1.0,7GQRJ
11594,8364,13823,canned beer,38.62,1.0,GP4N9
11595,8364,13823,canned beer,38.62,1.0,MBB6K
11596,8364,13823,canned beer,28.56,1.0,3N5OU
11597,5356,13824,Instant food products,2.15,1.0,5TPXK
11598,17302,13826,butter milk,46.45,1.0,9EBXS
11599,17302,13826,skin care,14.64,2.0,B3O7C
11600,8178,13828,margarine,24.16,2.0,QIH3K
